Date,Open,High,Low,Close,Adj Close,Volume
2021-07-07,355.260010,356.489990,350.000000,350.489990,350.489990,14218900
2021-07-08,345.730011,348.329987,342.559998,345.649994,345.649994,14406500
2021-07-09,345.320007,350.709991,345.269989,350.420013,350.420013,13018700
2021-07-12,351.230011,354.190002,349.640015,353.160004,353.160004,10018600
2021-07-13,351.500000,358.489990,348.799988,352.089996,352.089996,11456000
2021-07-14,354.559998,355.200012,346.730011,347.630005,347.630005,13894200
2021-07-15,349.230011,349.230011,340.220001,344.459991,344.459991,14781600
2021-07-16,344.910004,345.989990,340.140015,341.160004,341.160004,11026100
2021-07-19,337.570007,339.790009,334.540009,336.950012,336.950012,14372300
2021-07-20,338.799988,343.450012,334.500000,341.660004,341.660004,11024300
2021-07-21,341.500000,346.519989,341.250000,346.230011,346.230011,9279700
2021-07-22,346.679993,351.540009,345.209991,351.190002,351.190002,12385400
2021-07-23,360.910004,375.329987,357.190002,369.790009,369.790009,33694300
2021-07-26,369.579987,374.440002,368.220001,372.459991,372.459991,14925200
2021-07-27,371.910004,373.149994,364.549988,367.809998,367.809998,15705400
2021-07-28,374.559998,377.549988,366.929993,373.279999,373.279999,29676900
2021-07-29,361.000000,365.519989,356.739990,358.320007,358.320007,33413200
2021-07-30,354.000000,360.730011,352.940002,356.299988,356.299988,15976200
2021-08-02,358.100006,359.399994,350.739990,351.950012,351.950012,13180400
2021-08-03,352.730011,353.769989,347.700012,351.239990,351.239990,12406100
2021-08-04,352.420013,360.480011,351.510010,358.920013,358.920013,14180600
2021-08-05,359.640015,363.899994,356.899994,362.970001,362.970001,10247200
2021-08-06,361.399994,365.149994,361.399994,363.510010,363.510010,8925000
2021-08-09,363.760010,365.779999,360.750000,361.609985,361.609985,7798900
2021-08-10,361.829987,364.100006,359.040009,361.130005,361.130005,7469900
2021-08-11,362.100006,362.359985,357.809998,359.959991,359.959991,8400300
2021-08-12,358.450012,363.000000,357.109985,362.649994,362.649994,7170700
2021-08-13,362.970001,364.660004,361.480011,363.179993,363.179993,7195700
2021-08-16,362.519989,366.950012,357.380005,366.559998,366.559998,11222100
2021-08-17,362.980011,364.670013,355.070007,358.450012,358.450012,12328700
2021-08-18,356.250000,359.859985,355.149994,355.450012,355.450012,10042400
2021-08-19,351.350006,357.570007,351.000000,355.119995,355.119995,12004500
2021-08-20,354.600006,359.989990,353.309998,359.369995,359.369995,8697700
2021-08-23,359.440002,365.690002,359.100006,363.350006,363.350006,10942000
2021-08-24,363.660004,367.959991,361.839996,365.510010,365.510010,9235100
2021-08-25,365.600006,370.859985,365.399994,368.390015,368.390015,9684500
2021-08-26,368.380005,369.440002,364.130005,364.380005,364.380005,7888700
2021-08-27,365.100006,373.739990,364.079987,372.630005,372.630005,11219100
2021-08-30,372.559998,381.489990,370.519989,380.660004,380.660004,13547300
2021-08-31,379.950012,382.760010,378.799988,379.380005,379.380005,12345400
2021-09-01,379.589996,384.329987,378.809998,382.049988,382.049988,11567200
2021-09-02,381.500000,381.750000,374.059998,375.279999,375.279999,14832900
2021-09-03,374.750000,377.160004,373.109985,376.260010,376.260010,7509600
2021-09-07,375.880005,382.959991,373.149994,382.179993,382.179993,10793800
2021-09-08,380.160004,380.869995,374.790009,377.570007,377.570007,11067200
2021-09-09,377.640015,379.829987,376.570007,378.000000,378.000000,9098900
2021-09-10,381.359985,383.790009,378.260010,378.690002,378.690002,11549600
2021-09-13,381.679993,381.750000,374.350006,376.510010,376.510010,13026300
2021-09-14,377.399994,378.589996,375.109985,376.529999,376.529999,8711600
2021-09-15,377.000000,377.559998,367.670013,373.920013,373.920013,17940300
2021-09-16,372.790009,373.559998,369.709991,373.059998,373.059998,11934200
2021-09-17,371.410004,371.410004,361.589996,364.720001,364.720001,26299000
2021-09-20,359.299988,361.029999,349.799988,355.700012,355.700012,19822800
2021-09-21,358.500000,360.040009,355.190002,357.480011,357.480011,11751900
2021-09-22,347.230011,349.839996,340.690002,343.209991,343.209991,43692900
2021-09-23,345.359985,349.670013,343.000000,345.959991,345.959991,21806300
2021-09-24,343.239990,354.350006,342.369995,352.959991,352.959991,18801900
2021-09-27,349.809998,355.149994,347.079987,353.579987,353.579987,15205800
2021-09-28,347.970001,349.600006,338.920013,340.649994,340.649994,21710300
2021-09-29,343.149994,345.230011,338.880005,339.609985,339.609985,14452200
2021-09-30,340.450012,342.799988,338.149994,339.390015,339.390015,16547100
2021-10-01,341.609985,345.019989,338.640015,343.010010,343.010010,14905300
2021-10-04,335.529999,335.940002,322.700012,326.230011,326.230011,42885000
2021-10-05,328.579987,335.179993,326.160004,332.959991,332.959991,35377900
2021-10-06,329.739990,334.380005,325.799988,333.640015,333.640015,26443000
2021-10-07,337.000000,338.839996,328.980011,329.220001,329.220001,28307500
2021-10-08,331.510010,333.399994,328.709991,330.049988,330.049988,15946100
2021-10-11,327.630005,330.459991,325.309998,325.450012,325.450012,14708200
2021-10-12,323.029999,324.380005,317.369995,323.769989,323.769989,31658700
2021-10-13,326.970001,327.000000,322.660004,324.540009,324.540009,14761500
2021-10-14,328.359985,330.519989,327.100006,328.529999,328.529999,14302200
2021-10-15,328.679993,329.070007,322.510010,324.760010,324.760010,21596400
2021-10-18,328.950012,335.890015,327.500000,335.339996,335.339996,21585000
2021-10-19,339.649994,342.459991,337.279999,339.989990,339.989990,18786300
2021-10-20,343.450012,343.980011,339.450012,340.779999,340.779999,13639500
2021-10-21,340.279999,342.309998,337.799988,341.880005,341.880005,16354400
2021-10-22,326.350006,329.630005,321.109985,324.609985,324.609985,35224500
2021-10-25,320.299988,329.559998,319.720001,328.690002,328.690002,38409000
2021-10-26,328.260010,330.209991,309.600006,315.809998,315.809998,65654000
2021-10-27,314.190002,319.250000,312.059998,312.220001,312.220001,29971800
2021-10-28,312.989990,325.519989,308.109985,316.920013,316.920013,50806800
2021-10-29,320.190002,326.000000,319.600006,323.570007,323.570007,37059400
2021-11-01,326.040009,333.450012,326.000000,329.980011,329.980011,31518900
2021-11-02,331.380005,334.790009,323.799988,328.079987,328.079987,28353000
2021-11-03,327.489990,332.149994,323.200012,331.619995,331.619995,20786500
2021-11-04,334.010010,337.269989,332.649994,335.850006,335.850006,22495300
2021-11-05,340.309998,346.790009,339.640015,341.130005,341.130005,26872800
2021-11-08,344.420013,344.790009,338.339996,338.619995,338.619995,18342500
2021-11-09,340.000000,341.309998,334.470001,335.369995,335.369995,17556700
2021-11-10,332.489990,333.190002,325.510010,327.640015,327.640015,21872600
2021-11-11,329.820007,332.459991,327.000000,327.739990,327.739990,12376600
2021-11-12,330.179993,341.859985,329.779999,340.890015,340.890015,25414300
2021-11-15,344.339996,353.649994,343.200012,347.559998,347.559998,25076600
2021-11-16,343.829987,346.649994,340.869995,342.959991,342.959991,18181100
2021-11-17,344.239990,347.299988,340.100006,340.769989,340.769989,13602800
2021-11-18,339.720001,342.459991,335.299988,338.690002,338.690002,17487200
2021-11-19,342.200012,352.100006,339.899994,345.299988,345.299988,26488500
2021-11-22,349.049988,353.829987,340.510010,341.010010,341.010010,27116800
2021-11-23,338.929993,341.399994,333.500000,337.250000,337.250000,17225000
2021-11-24,336.000000,341.779999,332.809998,341.059998,341.059998,13566200
2021-11-26,335.799988,337.750000,331.899994,333.119995,333.119995,14750700
2021-11-29,336.890015,340.670013,335.309998,338.029999,338.029999,16650900
2021-11-30,335.000000,335.809998,323.429993,324.459991,324.459991,25390000
2021-12-01,330.290009,330.500000,310.290009,310.600006,310.600006,30329600
2021-12-02,311.399994,314.600006,307.200012,310.390015,310.390015,24396200
2021-12-03,313.730011,313.750000,299.500000,306.839996,306.839996,27471000
2021-12-06,308.130005,320.100006,306.339996,317.869995,317.869995,21758300
2021-12-07,321.570007,326.540009,321.000000,322.809998,322.809998,18794000
2021-12-08,325.000000,332.750000,323.070007,330.559998,330.559998,19937700
2021-12-09,329.540009,336.130005,328.000000,329.820007,329.820007,16879200
2021-12-10,332.559998,335.029999,326.369995,329.750000,329.750000,14528000
2021-12-13,330.950012,341.089996,329.589996,334.489990,334.489990,22948700
2021-12-14,328.049988,335.700012,327.649994,333.739990,333.739990,20461000
2021-12-15,332.489990,342.109985,323.980011,341.660004,341.660004,24681300
2021-12-16,338.980011,344.459991,333.739990,334.899994,334.899994,22635000
2021-12-17,332.799988,337.109985,330.750000,333.790009,333.790009,40012600
2021-12-20,329.779999,329.899994,322.529999,325.450012,325.450012,17901800
2021-12-21,326.410004,336.000000,323.750000,334.200012,334.200012,16116800
2021-12-22,333.799988,334.510010,328.260010,330.450012,330.450012,16764600
2021-12-23,330.100006,336.670013,328.359985,335.239990,335.239990,13987700
2021-12-27,338.850006,347.869995,338.010010,346.179993,346.179993,17795000
2021-12-28,346.630005,352.709991,345.200012,346.220001,346.220001,16637600
2021-12-29,346.910004,349.690002,341.640015,342.940002,342.940002,10747000
2021-12-30,344.000000,347.230011,343.220001,344.359985,344.359985,10593300
2021-12-31,343.019989,343.440002,336.269989,336.350006,336.350006,12870500
2022-01-03,338.299988,341.079987,337.190002,338.540009,338.540009,14537900
2022-01-04,339.950012,343.089996,331.869995,336.529999,336.529999,15998000
2022-01-05,333.019989,335.760010,323.839996,324.170013,324.170013,20564500
2022-01-06,322.820007,339.170013,322.720001,332.459991,332.459991,27962800
2022-01-07,332.739990,337.000000,328.880005,331.790009,331.790009,14722000
2022-01-10,325.309998,328.339996,315.429993,328.070007,328.070007,24942400
2022-01-11,326.779999,334.630005,325.279999,334.369995,334.369995,16226800
2022-01-12,335.179993,336.369995,330.029999,333.260010,333.260010,14104900
2022-01-13,334.980011,335.630005,325.760010,326.480011,326.480011,14797100
2022-01-14,321.790009,332.730011,321.209991,331.899994,331.899994,16868500
2022-01-18,323.290009,324.209991,317.640015,318.149994,318.149994,22645600
2022-01-19,319.579987,327.100006,319.329987,319.589996,319.589996,20814700
2022-01-20,323.899994,327.820007,315.980011,316.559998,316.559998,16925000
2022-01-21,314.809998,318.309998,303.040009,303.170013,303.170013,28710700
